Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Assay	Annotation	Action	Modification	Source	Reference	Note
CBK1	YNL161W	YOL036W	YOL036W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CBS1	YDL069C	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCR4	YAL021C	PUF3	YLL013C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT2	YIL142W	CDC55	YGL190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT2	YIL142W	PPG1	YNR032W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT2	YIL142W	PTK1	YKL198C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT2	YIL142W	SIT4	YDL047W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT4	YDL143W	COQ8	YGL119W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT4	YDL143W	CDC55	YGL190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CCT6	YDR188W	CDC55	YGL190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	BUD4	YJR092W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	CDC11	YJR076C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	CDC12	YHR107C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	CDC3	YLR314C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	SAM1	YLR180W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	SHS1	YDL225W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	GIN4	YDR507C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC10	YCR002C	RAD53	YPL153C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC11	YJR076C	RAD53	YPL153C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC12	YHR107C	GIN4	YDR507C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC12	YHR107C	RAD53	YPL153C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CBK1	YNL161W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	ACE2	YLR131C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	ASK10	YGR097W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	ATG9	YDL149W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	AVO1	YOL078W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	LRS4	YDR439W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	NET1	YJL076W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	PUF2	YPR042C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	RBL2	YOR265W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	RRN9	YMR270C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SIR2	YDL042C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	STE7	YDL159W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	TOR1	YJR066W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	YDR239C	YDR239C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CMR2	YOR093C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CDC8	YJR057W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CLB3	YDL155W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	DBF2	YGR092W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	DOM34	YNL001W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	DUN1	YDL101C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	FMP48	YGR052W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	KIN2	YLR096W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	PBS2	YJL128C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	PSR2	YLR019W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	PTP1	YDL230W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	RIO1	YOR119C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SIC1	YLR079W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SNF1	YDR477W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SWE1	YJL187C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	VHS1	YDR247W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	RTK1	YDL025C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	YCH1	YGR203W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SNF1	YDR477W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	VHS1	YDR247W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	BCK1	YJL095W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	SWE1	YJL187C	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	FMP48	YGR052W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CLB3	YDL155W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CKA2	YOR061W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	CBK1	YNL161W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	MCK1	YNL307C	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	KSS1	YGR040W	Affinity Capture-Western	manually curated	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC14	YFR028C	STE7	YDL159W	Affinity Capture-Western	manually curated	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC15	YAR019C	SIT4	YDL047W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	BEM1	YBR200W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	BOI1	YBL085W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	DCP2	YNL118C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	DRS1	YLL008W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	EBP2	YKL172W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	NOP13	YNL175C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	RGA2	YDR379W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	RPG1	YBR079C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	SCD6	YPR129W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC24	YAL041W	FAR1	YJL157C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC25	YLR310C	HRR25	YPL204W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC25	YLR310C	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC25	YLR310C	SSN8	YNL025C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC25	YLR310C	TPK2	YPL203W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CAK1	YFL029C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB4	YLR210W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB1	YGR108W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB2	YPR119W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB3	YDL155W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB5	YPR120C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLB6	YGR109C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLN1	YMR199W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	CLN2	YPL256C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	KIN2	YLR096W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	SIC1	YLR079W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC28	YBR160W	SWE1	YJL187C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC3	YLR314C	RAD53	YPL153C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC31	YOR257W	TCO89	YPL180W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC5	YMR001C	PDS5	YMR076C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC53	YDL132W	GRR1	YJR090C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	CCT3	YJL014W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	CCT5	YJR064W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	CCT7	YJL111W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	PPG1	YNR032W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	TOR1	YJR066W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	ZDS1	YMR273C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	ZDS2	YML109W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	RTS3	YGR161C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC55	YGL190C	SSU72	YNL222W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC7	YDL017W	DBF4	YDR052C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDC8	YJR057W	RRN9	YMR270C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CDH1	YGL003C	IME2	YJL106W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CGI121	YML036W	FET4	YMR319C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CGI121	YML036W	PCC1	YKR095W-A	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHC1	YGL206C	INP53	YOR109W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHD1	YER164W	CKA1	YIL035C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHD1	YER164W	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	CDC14	YFR028C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	CDC37	YDR168W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	LRS4	YDR439W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	NET1	YJL076W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	RPA135	YPR010C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	RPA190	YOR341W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	RRN9	YMR270C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	SIR2	YDL042C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	TOF2	YKR010C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	LAF1	YMR102C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHK1	YBR274W	CDC14	YFR028C	Affinity Capture-Western	manually curated	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHS2	YBR038W	ISR1	YPR106W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CHS2	YBR038W	MCK1	YNL307C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	BCK1	YJL095W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	HRK1	YOR267C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	PKH3	YDR466W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	FRK1	YPL141C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CIC1	YHR052W	YVH1	YIR026C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	CDC14	YFR028C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	CKA2	YOR061W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	CKB1	YGL019W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	CKB2	YOR039W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	IFH1	YLR223C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	MGM101	YJR144W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	MNR2	YKL064W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	NET1	YJL076W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	PWP1	YLR196W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	RPA135	YPR010C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	RPA190	YOR341W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	RRN9	YMR270C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	RRP15	YPR143W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	SIR2	YDL042C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	TOF2	YKR010C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	UAF30	YOR295W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
CKA1	YIL035C	UTP22	YGR090W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Breitkreutz A, et al. (2010) PMID:20489023	
